ano,uf,status,origem,arquivo_7z,arquivos_lidos,observacoes_renda
1994,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1994/RS1994.7z,1,1051944
1994,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1994/SC1994.7z,1,556954
1994,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1994/SE1994.7z,1,105999
1994,SP,falhou_arquivo,download_temp,,0,0
1994,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1994/TO1994.7z,1,21155
1995,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/AC1995.7z,1,21429
1995,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/AL1995.7z,1,157245
1995,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/AM1995.7z,1,141424
1995,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/AP1995.7z,1,19352
1995,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/BA1995.7z,1,620040
1995,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/CE1995.7z,1,352738
1995,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/DF1995.7z,1,348699
1995,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/ES1995.7z,1,291763
1995,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/GO1995.7z,1,329830
1995,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/MA1995.7z,1,135396
1995,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/MG1995.7z,1,1770388
1995,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/MS1995.7z,1,179012
1995,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/MT1995.7z,1,171719
1995,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/PA1995.7z,1,258654
1995,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/PB1995.7z,1,167203
1995,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/PE1995.7z,1,540361
1995,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/PI1995.7z,1,92958
1995,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/PR1995.7z,1,967234
1995,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/RJ1995.7z,1,1874056
1995,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/RN1995.7z,1,152084
1995,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/RO1995.7z,1,67591
1995,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/RR1995.7z,1,11678
1995,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/RS1995.7z,1,1115930
1995,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/SC1995.7z,1,595365
1995,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/SE1995.7z,1,108357
1995,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/SP1995.7z,1,5344854
1995,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1995/TO1995.7z,1,33820
1996,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/AC1996.7z,1,25915
1996,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/AL1996.7z,1,161592
1996,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/AM1996.7z,1,141445
1996,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/AP1996.7z,1,22838
1996,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/BA1996.7z,1,617724
1996,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/CE1996.7z,1,353615
1996,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/DF1996.7z,1,337679
1996,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/ES1996.7z,1,292130
1996,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/GO1996.7z,1,336987
1996,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/MA1996.7z,1,138468
1996,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/MG1996.7z,1,1753731
1996,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/MS1996.7z,1,172380
1996,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/MT1996.7z,1,169345
1996,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/PA1996.7z,1,251130
1996,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/PB1996.7z,1,160064
1996,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/PE1996.7z,1,535970
1996,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/PI1996.7z,1,101225
1996,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/PR1996.7z,1,953720
1996,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/RJ1996.7z,1,1870408
1996,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/RN1996.7z,1,164350
1996,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/RO1996.7z,1,63651
1996,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/RR1996.7z,1,13434
1996,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/RS1996.7z,1,1067217
1996,SC,falhou_arquivo,download_temp,,0,0
1996,SE,falhou_arquivo,download_temp,,0,0
1996,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/SP1996.7z,1,5115802
1996,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1996/TO1996.7z,1,43065
1997,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/AC1997.7z,1,25936
1997,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/AL1997.7z,1,159501
1997,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/AM1997.7z,1,145775
1997,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/AP1997.7z,1,23823
1997,BA,falhou_arquivo,download_temp,,0,0
1997,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/CE1997.7z,1,364926
1997,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/DF1997.7z,1,363425
1997,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/ES1997.7z,1,299901
1997,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/GO1997.7z,1,361355
1997,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/MA1997.7z,1,152515
1997,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/MG1997.7z,1,1792642
1997,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/MS1997.7z,1,178481
1997,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/MT1997.7z,1,186985
1997,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/PA1997.7z,1,250316
1997,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/PB1997.7z,1,172497
1997,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/PE1997.7z,1,539361
1997,PI,falhou_arquivo,download_temp,,0,0
1997,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/PR1997.7z,1,990885
1997,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/RJ1997.7z,1,1809948
1997,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/RN1997.7z,1,158210
1997,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/RO1997.7z,1,72558
1997,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/RR1997.7z,1,12764
1997,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/RS1997.7z,1,1089366
1997,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/SC1997.7z,1,600310
1997,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/SE1997.7z,1,116857
1997,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/SP1997.7z,1,5090433
1997,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1997/TO1997.7z,1,44424
1998,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/AC1998.7z,1,28307
1998,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/AL1998.7z,1,158962
1998,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/AM1998.7z,1,152404
1998,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/AP1998.7z,1,25844
1998,BA,falhou_arquivo,download_temp,,0,0
1998,CE,falhou_arquivo,download_temp,,0,0
1998,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/DF1998.7z,1,398491
1998,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/ES1998.7z,1,297798
1998,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/GO1998.7z,1,379125
1998,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/MA1998.7z,1,159657
1998,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/MG1998.7z,1,1858671
1998,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/MS1998.7z,1,189142
1998,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/MT1998.7z,1,206632
1998,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/PA1998.7z,1,272969
1998,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/PB1998.7z,1,181246
1998,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/PE1998.7z,1,531196
1998,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/PI1998.7z,1,107873
1998,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/PR1998.7z,1,1014433
1998,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/RJ1998.7z,1,1801981
1998,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/RN1998.7z,1,169548
1998,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/RO1998.7z,1,80188
1998,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/RR1998.7z,1,15539
1998,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/RS1998.7z,1,1093395
1998,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/SC1998.7z,1,604325
1998,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/SE1998.7z,1,121976
1998,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/SP1998.7z,1,4987308
1998,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1998/TO1998.7z,1,54235
1999,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/AC1999.7z,1,27618
1999,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/AL1999.7z,1,156790
1999,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/AM1999.7z,1,147206
1999,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/AP1999.7z,1,27688
1999,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/BA1999.7z,1,679327
1999,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/CE1999.7z,1,372625
1999,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/DF1999.7z,1,412998
1999,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/ES1999.7z,1,301633
1999,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/GO1999.7z,1,383531
1999,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/MA1999.7z,1,152557
1999,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/MG1999.7z,1,1840984
1999,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/MS1999.7z,1,195675
1999,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/MT1999.7z,1,206122
1999,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/PA1999.7z,1,285868
1999,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/PB1999.7z,1,183203
1999,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/PE1999.7z,1,545577
1999,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/PI1999.7z,1,107252
1999,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/PR1999.7z,1,1001785
1999,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/RJ1999.7z,1,1731485
1999,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/RN1999.7z,1,171268
1999,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/RO1999.7z,1,81897
1999,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/RR1999.7z,1,13783
1999,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/RS1999.7z,1,1088729
1999,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/SC1999.7z,1,629502
1999,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/SE1999.7z,1,119530
1999,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/SP1999.7z,1,4991864
1999,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/1999/TO1999.7z,1,56701
2000,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/AC2000.7z,1,30595
2000,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/AL2000.7z,1,171464
2000,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/AM2000.7z,1,153306
2000,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/AP2000.7z,1,28607
2000,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/BA2000.7z,1,729869
2000,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/CE2000.7z,1,392863
2000,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/DF2000.7z,1,455328
2000,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/ES2000.7z,1,328080
2000,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/GO2000.7z,1,424928
2000,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/MA2000.7z,1,160284
2000,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/MG2000.7z,1,1922822
2000,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/MS2000.7z,1,205178
2000,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/MT2000.7z,1,230279
2000,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/PA2000.7z,1,306322
2000,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/PB2000.7z,1,184219
2000,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/PE2000.7z,1,545258
2000,PI,falhou_arquivo,download_temp,,0,0
2000,PR,falhou_arquivo,download_temp,,0,0
2000,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/RJ2000.7z,1,1765932
2000,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/RN2000.7z,1,178439
2000,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/RO2000.7z,1,91715
2000,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/RR2000.7z,1,12649
2000,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/RS2000.7z,1,1144792
2000,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/SC2000.7z,1,682103
2000,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/SE2000.7z,1,123793
2000,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/SP2000.7z,1,5247444
2000,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2000/TO2000.7z,1,66680
2001,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/AC2001.7z,1,33570
2001,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/AL2001.7z,1,196019
2001,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/AM2001.7z,1,144667
2001,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/AP2001.7z,1,28650
2001,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/BA2001.7z,1,771468
2001,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/CE2001.7z,1,425320
2001,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/DF2001.7z,1,472164
2001,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/ES2001.7z,1,355009
2001,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/GO2001.7z,1,465503
2001,MA,falhou_arquivo,download_temp,,0,0
2001,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/MG2001.7z,1,1981538
2001,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/MS2001.7z,1,218223
2001,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/MT2001.7z,1,254884
2001,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/PA2001.7z,1,335260
2001,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/PB2001.7z,1,196880
2001,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/PE2001.7z,1,594617
2001,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/PI2001.7z,1,120304
2001,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/PR2001.7z,1,1114108
2001,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/RJ2001.7z,1,1837153
2001,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/RN2001.7z,1,206150
2001,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/RO2001.7z,1,94341
2001,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/RR2001.7z,1,15393
2001,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/RS2001.7z,1,1190615
2001,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/SC2001.7z,1,730195
2001,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/SE2001.7z,1,133634
2001,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/SP2001.7z,1,5471896
2001,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2001/TO2001.7z,1,71497
2002,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/AC2002.7z,1,35921
2002,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/AL2002.7z,1,204501
2002,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/AM2002.7z,1,186146
2002,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/AP2002.7z,1,33174
2002,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/BA2002.7z,1,818633
2002,CE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/CE2002.7z,1,451133
2002,DF,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/DF2002.7z,1,488079
2002,ES,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/ES2002.7z,1,379934
2002,GO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/GO2002.7z,1,498776
2002,MA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/MA2002.7z,1,186042
2002,MG,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/MG2002.7z,1,2054760
2002,MS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/MS2002.7z,1,238904
2002,MT,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/MT2002.7z,1,285347
2002,PA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/PA2002.7z,1,366282
2002,PB,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/PB2002.7z,1,204654
2002,PE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/PE2002.7z,1,614016
2002,PI,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/PI2002.7z,1,124252
2002,PR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/PR2002.7z,1,1135739
2002,RJ,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/RJ2002.7z,1,1896915
2002,RN,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/RN2002.7z,1,192789
2002,RO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/RO2002.7z,1,102591
2002,RR,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/RR2002.7z,1,15902
2002,RS,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/RS2002.7z,1,1205115
2002,SC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/SC2002.7z,1,769250
2002,SE,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/SE2002.7z,1,144021
2002,SP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/SP2002.7z,1,5629916
2002,TO,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2002/TO2002.7z,1,79223
2003,AC,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/AC2003.7z,1,35299
2003,AL,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/AL2003.7z,1,208666
2003,AM,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/AM2003.7z,1,233797
2003,AP,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/AP2003.7z,1,37180
2003,BA,ok,download_temp,/tmp/RtmpQRudZG/rais_streaming_20876/download/2003/BA2003.7z,1,857474
